id_usuario,fecha_compra,hora_compra,importe,descuento,importe_final,tienda
75544556K,2025-11-05,13:37:07,216.82,0.0,216.82,Bilbao
,2025-08-07,15:45:26,84.93,0.0,84.93,Bilbao
11014872B,2025-04-18,15:07:18,18.05,0.0,18.05,Vitoria-Gasteiz
77021413W,2025-09-19,17:31:12,306.03,0.0,306.03,Bilbao
,2025-08-30,14:55:40,476.95,0.0,476.95,Bilbao
59835631G,2025-01-22,11:57:36,303.12,0.0,303.12,Bilbao
34027124G,2025-10-29,13:16:22,98.22,0.0,98.22,Vitoria-Gasteiz
,2025-08-10,19:58:15,358.77,0.0,358.77,Donostia
32665204Y,2025-08-11,16:31:47,196.71,36.52,160.19,Vitoria-Gasteiz
29371443Y,2025-08-15,13:48:45,96.17,15.1,81.07,Bilbao
47245252D,2025-04-22,14:19:14,405.6,0.0,405.6,Bilbao
14289196D,2025-03-02,15:53:48,172.13,0.0,172.13,Donostia
13844980S,2025-12-15,20:20:57,221.67,29.61,192.06,Bilbao
,2025-10-02,13:30:09,113.19,0.0,113.19,Vitoria-Gasteiz
52589924X,2025-03-17,19:20:54,55.2,6.16,49.04,Donostia
67254864N,2025-10-18,19:10:31,468.25,72.96,395.29,Bilbao
66888688L,2025-05-31,19:32:45,365.26,0.0,365.26,Bilbao
68117448G,2025-05-05,11:11:23,71.28,12.71,58.57,Donostia
98396911J,2025-11-13,16:46:56,303.09,0.0,303.09,Bilbao
38455048Z,2025-11-13,20:19:13,211.41,0.0,211.41,Vitoria-Gasteiz
90844724Z,2025-02-03,13:16:47,232.37,28.15,204.22,Bilbao
,2025-01-25,19:11:29,462.58,0.0,462.58,Bilbao
,2025-03-25,13:32:17,229.08,0.0,229.08,Vitoria-Gasteiz
55142252M,2025-12-05,19:22:14,379.3,0.0,379.3,Vitoria-Gasteiz
,2025-08-17,13:35:56,269.54,0.0,269.54,Bilbao
25275136E,2025-11-14,10:16:51,375.8,0.0,375.8,Vitoria-Gasteiz
,2025-05-11,14:12:51,464.63,0.0,464.63,Vitoria-Gasteiz
49057095G,2025-06-24,08:32:42,325.21,0.0,325.21,Bilbao
,2025-03-28,19:12:06,458.65,0.0,458.65,Vitoria-Gasteiz
,2025-05-02,14:17:50,438.36,0.0,438.36,Vitoria-Gasteiz
,2025-05-09,19:38:52,242.66,0.0,242.66,Vitoria-Gasteiz
97209330Z,2025-07-16,13:39:25,428.74,23.12,405.62,Bilbao
74211272R,2025-05-29,13:15:39,207.42,0.0,207.42,Vitoria-Gasteiz
65272445D,2025-03-25,15:41:47,37.51,7.29,30.22,Vitoria-Gasteiz
28949069G,2025-12-25,19:00:25,191.67,0.0,191.67,Donostia
68921157R,2025-10-26,14:34:55,33.14,0.0,33.14,Bilbao
32171266Q,2025-11-26,10:39:17,465.65,0.0,465.65,Vitoria-Gasteiz
78725652X,2025-09-28,17:12:50,409.73,58.48,351.25,Donostia
,2025-03-28,13:23:38,226.4,0.0,226.4,Vitoria-Gasteiz
,2025-02-05,14:50:05,220.59,0.0,220.59,Donostia
,2025-07-12,17:02:57,272.75,0.0,272.75,Bilbao
,2025-10-27,19:55:44,256.36,0.0,256.36,Vitoria-Gasteiz
12892315X,2025-07-21,19:45:14,389.6,0.0,389.6,Bilbao
,2025-02-05,20:43:52,65.9,0.0,65.9,Bilbao
26866084Z,2025-06-24,19:38:46,35.85,0.0,35.85,Donostia
24133830E,2025-05-17,08:33:06,436.62,0.0,436.62,Vitoria-Gasteiz
,2025-03-03,20:47:27,134.76,0.0,134.76,Vitoria-Gasteiz
12161229W,2025-03-15,14:35:56,302.81,58.79,244.02,Donostia
,2025-01-26,19:20:47,379.79,0.0,379.79,Bilbao
29041045A,2025-07-12,12:38:26,87.56,0.0,87.56,Bilbao
,2025-01-03,13:15:18,28.82,0.0,28.82,Donostia
,2025-10-28,14:12:06,426.55,0.0,426.55,Donostia
,2025-03-25,19:25:45,184.68,0.0,184.68,Donostia
91096722R,2025-03-21,13:13:38,66.52,0.0,66.52,Donostia
,2025-07-26,09:10:29,305.26,0.0,305.26,Vitoria-Gasteiz
,2025-07-22,18:06:03,465.04,0.0,465.04,Vitoria-Gasteiz
63750070G,2025-12-03,19:17:26,483.54,30.88,452.66,Vitoria-Gasteiz
69075953F,2025-03-08,19:37:47,335.8,0.0,335.8,Bilbao
,2025-01-22,12:34:35,259.71,0.0,259.71,Bilbao
88100327T,2025-09-02,08:45:40,126.22,0.0,126.22,Donostia
,2025-06-20,19:14:55,440.48,0.0,440.48,Vitoria-Gasteiz
10100862K,2025-07-19,16:32:59,321.11,0.0,321.11,Bilbao
,2025-09-24,19:44:04,112.17,0.0,112.17,Vitoria-Gasteiz
,2025-04-08,11:37:00,170.45,0.0,170.45,Vitoria-Gasteiz
,2025-02-09,14:58:49,73.65,0.0,73.65,Donostia
46060807H,2025-09-13,13:55:05,18.14,0.0,18.14,Vitoria-Gasteiz
59680620J,2025-05-09,18:02:54,58.76,0.0,58.76,Vitoria-Gasteiz
,2025-09-26,08:57:05,272.9,0.0,272.9,Donostia
99990587L,2025-09-04,16:09:40,116.95,0.0,116.95,Bilbao
20347689A,2025-05-01,08:59:56,223.73,0.0,223.73,Bilbao
11291894K,2025-08-04,14:36:34,270.52,0.0,270.52,Donostia
29632154N,2025-11-04,19:17:12,439.77,0.0,439.77,Bilbao
60103562P,2025-05-02,08:37:12,39.18,0.0,39.18,Donostia
35018330W,2025-12-17,15:12:49,156.31,0.0,156.31,Bilbao
25206647G,2025-08-24,18:13:43,304.58,0.0,304.58,Bilbao
,2025-05-04,20:29:37,77.0,0.0,77.0,Vitoria-Gasteiz
,2025-03-07,19:00:44,342.22,0.0,342.22,Bilbao
,2025-02-22,19:17:51,117.82,0.0,117.82,Bilbao
,2025-04-12,14:53:10,238.38,0.0,238.38,Bilbao
93359198J,2025-10-09,09:29:09,141.35,13.87,127.48,Donostia
,2025-01-11,19:59:21,158.16,0.0,158.16,Vitoria-Gasteiz
24158247J,2025-11-17,12:16:39,425.69,84.92,340.77,Donostia
16337724L,2025-04-22,16:03:04,447.45,0.0,447.45,Bilbao
81276450Q,2025-04-05,17:00:05,29.14,0.0,29.14,Vitoria-Gasteiz
,2025-09-26,12:14:27,106.7,0.0,106.7,Donostia
32221460R,2025-04-13,16:56:53,469.1,0.0,469.1,Vitoria-Gasteiz
12320196Q,2025-11-02,20:17:52,122.44,0.0,122.44,Donostia
60301519G,2025-05-03,19:06:11,63.44,0.0,63.44,Donostia
69750085D,2025-04-23,13:00:37,385.03,0.0,385.03,Vitoria-Gasteiz
49278168R,2025-08-05,20:09:43,408.81,0.0,408.81,Donostia
,2025-09-11,13:38:23,345.15,0.0,345.15,Donostia
,2025-01-15,16:16:11,111.87,0.0,111.87,Bilbao
,2025-10-15,15:24:43,138.16,0.0,138.16,Donostia
,2025-02-02,20:34:56,149.27,0.0,149.27,Bilbao
46321623Z,2025-05-08,10:19:18,340.28,0.0,340.28,Vitoria-Gasteiz
56625961F,2025-01-05,17:16:24,364.46,0.0,364.46,Bilbao
49723120H,2025-09-27,12:57:16,472.29,0.0,472.29,Vitoria-Gasteiz
,2025-04-09,19:14:15,4.97,0.0,4.97,Donostia
,2025-03-13,13:19:08,220.97,0.0,220.97,Vitoria-Gasteiz
45322245D,2025-05-14,11:55:26,458.67,0.0,458.67,Vitoria-Gasteiz
,2025-07-28,13:28:51,236.31,0.0,236.31,Bilbao
53800574D,2025-06-23,19:38:31,191.18,0.0,191.18,Donostia
,2025-12-30,20:55:52,323.4,0.0,323.4,Donostia
,2025-04-01,13:10:55,339.81,0.0,339.81,Donostia
15441872V,2025-01-08,20:56:52,318.33,0.0,318.33,Vitoria-Gasteiz
,2025-03-11,18:52:15,24.72,0.0,24.72,Bilbao
,2025-08-26,13:28:19,151.02,0.0,151.02,Vitoria-Gasteiz
,2025-11-01,13:16:11,92.31,0.0,92.31,Bilbao
62368139M,2025-02-14,20:59:07,256.34,0.0,256.34,Vitoria-Gasteiz
,2025-06-11,09:22:08,24.25,0.0,24.25,Bilbao
25109607R,2025-02-22,11:46:45,157.07,0.0,157.07,Bilbao
,2025-01-14,19:18:34,306.3,0.0,306.3,Vitoria-Gasteiz
26596007A,2025-12-16,13:53:02,190.77,0.0,190.77,Vitoria-Gasteiz
,2025-06-26,14:27:42,196.7,0.0,196.7,Bilbao
76856418D,2025-10-08,19:58:32,115.3,0.0,115.3,Bilbao
,2025-09-14,10:37:48,464.28,0.0,464.28,Vitoria-Gasteiz
,2025-03-11,12:20:05,245.51,0.0,245.51,Bilbao
,2025-02-13,19:50:40,53.76,0.0,53.76,Bilbao
,2025-05-24,20:06:59,13.01,0.0,13.01,Bilbao
,2025-03-31,13:44:36,61.9,0.0,61.9,Vitoria-Gasteiz
,2025-07-08,14:26:25,41.89,0.0,41.89,Donostia
48363240J,2025-06-27,20:40:29,71.29,0.0,71.29,Donostia
,2025-08-23,18:24:21,100.48,0.0,100.48,Vitoria-Gasteiz
92831668B,2025-06-07,19:57:03,249.22,0.0,249.22,Bilbao
11523627Y,2025-12-29,20:20:08,93.79,12.81,80.98,Bilbao
,2025-05-08,13:53:21,280.53,0.0,280.53,Bilbao
50461997C,2025-09-19,13:15:29,133.54,0.0,133.54,Vitoria-Gasteiz
,2025-11-16,19:38:12,485.92,0.0,485.92,Bilbao
,2025-04-10,12:40:01,198.13,0.0,198.13,Vitoria-Gasteiz
,2025-03-23,16:53:23,100.01,0.0,100.01,Donostia
57761405X,2025-10-14,14:45:01,402.83,0.0,402.83,Bilbao
88049931C,2025-08-10,20:44:22,268.85,0.0,268.85,Bilbao
,2025-06-12,19:59:40,402.34,0.0,402.34,Donostia
65531652Y,2025-08-20,20:56:59,179.71,0.0,179.71,Bilbao
38246363P,2025-08-20,14:01:22,9.63,0.0,9.63,Vitoria-Gasteiz
94141932B,2025-09-29,14:05:57,414.73,0.0,414.73,Vitoria-Gasteiz
44227610J,2025-02-04,20:11:14,193.86,0.0,193.86,Donostia
37738103W,2025-03-23,11:49:51,215.63,0.0,215.63,Bilbao
,2025-10-13,11:57:39,406.55,0.0,406.55,Bilbao
30086126X,2025-12-22,17:44:08,190.85,0.0,190.85,Donostia
,2025-11-10,14:24:03,228.89,0.0,228.89,Bilbao
50113910S,2025-08-05,17:43:36,78.13,0.0,78.13,Vitoria-Gasteiz
64612981R,2025-08-19,16:06:14,87.07,0.0,87.07,Donostia
41804540Q,2025-01-27,19:06:24,226.38,41.6,184.78,Donostia
24005792W,2025-12-28,10:11:04,377.8,0.0,377.8,Donostia
68463709T,2025-08-30,13:42:36,344.79,0.0,344.79,Bilbao
,2025-11-02,16:55:53,49.51,0.0,49.51,Vitoria-Gasteiz
39158635P,2025-04-28,12:29:41,148.9,0.0,148.9,Donostia
94112993Y,2025-12-18,14:00:12,93.45,4.48,88.97,Bilbao
13841281L,2025-12-30,14:40:43,369.02,0.0,369.02,Vitoria-Gasteiz
83820195F,2025-10-23,20:47:30,114.8,0.0,114.8,Bilbao
,2025-09-26,13:23:56,134.27,0.0,134.27,Donostia
,2025-04-30,14:29:02,205.82,0.0,205.82,Vitoria-Gasteiz
69425505M,2025-08-13,20:07:45,420.88,21.98,398.9,Bilbao
,2025-12-14,13:17:14,90.97,0.0,90.97,Vitoria-Gasteiz
,2025-12-12,09:59:31,222.74,0.0,222.74,Vitoria-Gasteiz
,2025-01-17,11:44:22,347.15,0.0,347.15,Bilbao
,2025-11-22,11:13:51,315.19,0.0,315.19,Vitoria-Gasteiz
77274080Z,2025-08-09,13:34:24,6.93,0.5,6.43,Bilbao
,2025-08-08,13:59:35,67.7,0.0,67.7,Bilbao
88045093N,2025-11-27,19:03:11,368.14,0.0,368.14,Bilbao
34581664Z,2025-05-29,19:58:52,492.02,47.67,444.35,Donostia
,2025-06-22,19:16:25,109.42,0.0,109.42,Bilbao
68151604M,2025-06-17,19:20:19,91.27,13.91,77.36,Donostia
,2025-11-05,19:36:21,91.22,0.0,91.22,Vitoria-Gasteiz
,2025-11-12,17:15:07,396.49,0.0,396.49,Vitoria-Gasteiz
,2025-12-17,15:08:22,205.05,0.0,205.05,Vitoria-Gasteiz
76474275B,2025-03-05,17:10:57,272.73,0.0,272.73,Bilbao
41226166T,2025-10-24,19:04:33,341.51,0.0,341.51,Vitoria-Gasteiz
27744074W,2025-09-17,19:22:07,215.18,0.0,215.18,Bilbao
59020738R,2025-08-23,13:36:24,65.24,0.0,65.24,Vitoria-Gasteiz
35250635F,2025-01-06,20:39:12,38.74,5.3,33.44,Vitoria-Gasteiz
,2025-01-12,19:07:09,210.61,0.0,210.61,Bilbao
22056660M,2025-11-26,18:34:51,461.99,0.0,461.99,Bilbao
,2025-08-17,18:58:36,43.33,0.0,43.33,Bilbao
,2025-05-13,13:46:24,375.96,0.0,375.96,Vitoria-Gasteiz
27606792F,2025-07-12,08:51:22,458.84,85.85,372.99,Donostia
14822591B,2025-09-16,11:19:57,115.19,0.0,115.19,Donostia
,2025-03-18,19:45:56,135.1,0.0,135.1,Donostia
26080789P,2025-02-28,14:05:03,450.79,0.0,450.79,Vitoria-Gasteiz
67864792A,2025-06-03,13:42:19,258.64,0.0,258.64,Bilbao
97027482G,2025-10-08,20:05:37,379.67,24.63,355.04,Donostia
,2025-05-12,13:40:21,350.18,0.0,350.18,Vitoria-Gasteiz
15099128L,2025-08-12,14:57:26,37.76,0.0,37.76,Vitoria-Gasteiz
96726692P,2025-04-13,12:09:25,90.85,0.0,90.85,Donostia
45734726P,2025-08-02,10:57:35,346.92,0.0,346.92,Donostia
,2025-01-12,19:13:41,74.59,0.0,74.59,Bilbao
51149104W,2025-05-25,20:49:36,158.94,0.0,158.94,Bilbao
,2025-11-20,15:50:34,302.14,0.0,302.14,Bilbao
,2025-04-25,20:38:16,463.08,0.0,463.08,Bilbao
41089102Q,2025-04-07,12:48:58,39.75,0.0,39.75,Bilbao
96530992S,2025-05-04,14:53:45,102.48,0.0,102.48,Bilbao
76778168M,2025-11-14,13:07:01,322.89,0.0,322.89,Vitoria-Gasteiz
,2025-04-25,15:26:32,127.56,0.0,127.56,Donostia
52099532R,2025-08-26,14:50:08,416.25,0.0,416.25,Bilbao
42223365B,2025-02-05,17:05:52,362.79,0.0,362.79,Bilbao
,2025-11-28,20:09:44,354.1,0.0,354.1,Vitoria-Gasteiz
,2025-02-07,09:12:13,454.44,0.0,454.44,Bilbao
,2025-09-30,08:57:21,238.48,0.0,238.48,Vitoria-Gasteiz
,2025-10-07,13:17:36,110.78,0.0,110.78,Bilbao
92574116J,2025-05-08,19:12:23,384.38,0.0,384.38,Vitoria-Gasteiz
,2025-06-17,16:55:25,380.73,0.0,380.73,Vitoria-Gasteiz
18197485T,2025-04-26,19:30:58,256.74,12.93,243.81,Bilbao
46764962M,2025-04-20,13:42:19,191.93,0.0,191.93,Donostia
,2025-10-17,14:45:35,9.13,0.0,9.13,Vitoria-Gasteiz
49870730Z,2025-11-01,14:35:53,152.0,0.0,152.0,Donostia
,2025-11-19,14:59:16,91.6,0.0,91.6,Vitoria-Gasteiz
28469434B,2025-05-22,09:47:09,159.34,0.0,159.34,Bilbao
,2025-03-18,14:29:09,71.52,0.0,71.52,Donostia
97234639T,2025-07-03,19:26:00,368.35,0.0,368.35,Bilbao
90739078F,2025-10-11,11:50:14,471.78,0.0,471.78,Vitoria-Gasteiz
,2025-01-07,19:54:41,447.31,0.0,447.31,Bilbao
58377680T,2025-07-27,13:03:55,256.3,0.0,256.3,Donostia
57942962M,2025-05-09,19:45:16,360.64,0.0,360.64,Vitoria-Gasteiz
19561949N,2025-08-11,20:42:22,254.53,26.29,228.24,Bilbao
50967020D,2025-04-03,13:49:44,5.92,0.0,5.92,Vitoria-Gasteiz
26755336B,2025-02-14,13:22:10,72.9,0.0,72.9,Bilbao
71404091Q,2025-11-13,14:18:14,74.65,0.0,74.65,Donostia
,2025-11-25,14:06:36,197.89,0.0,197.89,Vitoria-Gasteiz
37804797L,2025-12-21,19:55:14,489.35,0.0,489.35,Bilbao
,2025-06-07,08:45:41,141.5,0.0,141.5,Donostia
,2025-09-14,09:17:14,250.2,0.0,250.2,Vitoria-Gasteiz
62683269N,2025-05-06,19:32:02,422.55,0.0,422.55,Bilbao
,2025-05-17,14:28:59,313.36,0.0,313.36,Bilbao
82096739X,2025-10-05,14:21:18,116.85,0.0,116.85,Donostia
65549886R,2025-05-10,18:45:35,424.17,69.18,354.99,Donostia
16424011X,2025-07-13,14:53:44,113.61,0.0,113.61,Bilbao
,2025-02-01,14:35:41,185.61,0.0,185.61,Donostia
,2025-11-18,14:29:46,97.94,0.0,97.94,Vitoria-Gasteiz
48461955N,2025-07-06,19:44:07,174.21,28.66,145.55,Bilbao
23181813K,2025-02-22,15:47:41,450.77,0.0,450.77,Vitoria-Gasteiz
20925416Q,2025-09-08,19:26:13,465.18,0.0,465.18,Donostia
98604295Y,2025-06-04,08:34:15,469.01,0.0,469.01,Donostia
84108300Z,2025-09-08,19:06:21,217.07,0.0,217.07,Bilbao
,2025-01-04,08:31:12,151.25,0.0,151.25,Donostia
37199448F,2025-04-12,13:09:01,139.6,0.0,139.6,Donostia
60531761Q,2025-02-19,19:37:57,286.83,36.87,249.96,Bilbao
,2025-02-11,18:34:00,136.69,0.0,136.69,Bilbao
91747708H,2025-09-04,19:11:03,328.95,0.0,328.95,Donostia
,2025-12-17,14:56:42,125.69,0.0,125.69,Donostia
39033083J,2025-09-06,13:26:05,203.24,0.0,203.24,Donostia
,2025-11-30,08:49:18,86.49,0.0,86.49,Donostia
,2025-06-15,11:33:07,233.74,0.0,233.74,Bilbao
56448474B,2025-07-24,14:36:47,320.56,0.0,320.56,Bilbao
97472251E,2025-03-27,20:00:31,53.69,0.0,53.69,Donostia
,2025-03-28,19:55:03,387.29,0.0,387.29,Donostia
61556880W,2025-01-31,19:17:50,39.68,4.14,35.54,Vitoria-Gasteiz
,2025-06-13,14:40:15,59.44,0.0,59.44,Bilbao
40359237X,2025-09-07,13:32:46,433.73,26.44,407.29,Vitoria-Gasteiz
79808388K,2025-03-10,17:23:21,335.76,0.0,335.76,Donostia
91410216M,2025-07-12,13:54:14,350.01,0.0,350.01,Vitoria-Gasteiz
,2025-11-21,14:58:08,137.26,0.0,137.26,Donostia
,2025-12-14,09:58:21,48.47,0.0,48.47,Bilbao
23926994W,2025-03-03,20:31:19,135.51,16.53,118.98,Donostia
18880869P,2025-01-12,17:11:54,56.63,2.93,53.7,Donostia
25883603R,2025-08-14,10:20:01,72.01,0.0,72.01,Bilbao
83359461D,2025-05-27,20:57:52,139.07,22.81,116.26,Bilbao
63626275H,2025-04-14,13:56:09,397.93,0.0,397.93,Vitoria-Gasteiz
41042501J,2025-08-18,14:22:34,269.65,0.0,269.65,Bilbao
51225964L,2025-01-14,12:45:59,183.82,0.0,183.82,Bilbao
76143839Q,2025-08-01,19:54:37,35.31,0.0,35.31,Donostia
22397006C,2025-12-15,08:53:09,150.42,0.0,150.42,Bilbao
34227315A,2025-09-09,18:03:07,310.33,0.0,310.33,Donostia
93412916A,2025-04-21,13:27:41,80.6,0.0,80.6,Vitoria-Gasteiz
33471745Y,2025-02-01,20:46:51,412.49,62.79,349.7,Donostia
87735068G,2025-05-31,14:20:45,360.12,12.68,347.44,Vitoria-Gasteiz
,2025-08-14,20:59:16,262.51,0.0,262.51,Donostia
44119672Z,2025-11-23,20:17:20,387.09,0.0,387.09,Donostia
,2025-08-21,16:26:21,165.19,0.0,165.19,Donostia
39658739T,2025-08-01,20:25:21,356.87,54.13,302.74,Donostia
,2025-03-08,13:03:09,449.36,0.0,449.36,Bilbao
66948106M,2025-11-22,20:44:52,240.8,0.0,240.8,Donostia
33937741E,2025-03-11,19:06:05,190.98,0.0,190.98,Donostia
,2025-02-08,19:46:23,240.66,0.0,240.66,Bilbao
81260302Z,2025-03-31,14:00:56,470.78,0.0,470.78,Bilbao
,2025-07-26,19:16:09,103.17,0.0,103.17,Donostia
27545625C,2025-05-04,14:21:22,288.91,0.0,288.91,Donostia
,2025-04-20,18:41:33,150.25,0.0,150.25,Donostia
65094694W,2025-04-09,13:52:32,68.15,0.0,68.15,Vitoria-Gasteiz
87095474V,2025-09-29,19:35:00,103.88,0.0,103.88,Vitoria-Gasteiz
73654480Q,2025-06-17,13:53:15,175.7,0.0,175.7,Bilbao
,2025-03-19,14:57:42,160.2,0.0,160.2,Vitoria-Gasteiz
,2025-11-11,11:06:11,354.56,0.0,354.56,Donostia
34728168P,2025-10-31,20:32:27,205.99,0.0,205.99,Donostia
21583880J,2025-08-11,19:17:36,405.04,41.21,363.83,Bilbao
,2025-11-19,19:07:24,120.66,0.0,120.66,Vitoria-Gasteiz
16126689D,2025-09-20,10:49:59,381.52,0.0,381.52,Bilbao
65801449J,2025-05-23,20:18:29,246.45,0.0,246.45,Vitoria-Gasteiz
,2025-09-08,15:35:56,128.13,0.0,128.13,Vitoria-Gasteiz
,2025-08-09,19:27:42,303.11,0.0,303.11,Donostia
,2025-06-21,14:52:16,100.63,0.0,100.63,Bilbao
,2025-10-16,09:04:33,97.16,0.0,97.16,Bilbao
83290531X,2025-12-24,12:43:40,363.86,0.0,363.86,Bilbao
,2025-10-30,10:37:33,73.56,0.0,73.56,Donostia
81119045T,2025-07-14,19:58:45,203.95,40.39,163.56,Vitoria-Gasteiz
64727402C,2025-08-19,14:38:11,313.62,0.0,313.62,Bilbao
,2025-09-22,14:48:07,316.0,0.0,316.0,Donostia
29004753M,2025-02-06,20:46:43,31.09,0.0,31.09,Vitoria-Gasteiz
,2025-07-01,19:40:14,375.01,0.0,375.01,Donostia
88318096M,2025-10-03,19:48:06,22.76,2.25,20.51,Bilbao
,2025-05-03,08:41:20,345.45,0.0,345.45,Vitoria-Gasteiz
37741314Q,2025-02-20,14:57:11,164.07,0.0,164.07,Vitoria-Gasteiz
96518890B,2025-01-28,09:20:50,181.37,0.0,181.37,Vitoria-Gasteiz
,2025-09-30,17:21:20,249.51,0.0,249.51,Bilbao
,2025-09-13,20:06:41,161.09,0.0,161.09,Donostia
,2025-05-30,12:43:31,492.49,0.0,492.49,Vitoria-Gasteiz
66056841J,2025-12-13,16:01:42,200.93,0.0,200.93,Donostia
,2025-04-14,13:12:07,469.47,0.0,469.47,Bilbao
26780937J,2025-01-12,12:54:26,275.68,0.0,275.68,Bilbao
61595745C,2025-03-12,20:51:53,262.05,0.0,262.05,Donostia
57262403Q,2025-06-19,17:20:24,351.88,0.0,351.88,Bilbao
38725424W,2025-08-12,13:56:52,204.92,0.0,204.92,Donostia
43208297Z,2025-10-31,11:35:09,102.24,0.0,102.24,Bilbao
49153184E,2025-12-03,20:10:17,125.31,5.82,119.49,Vitoria-Gasteiz
12406846W,2025-05-14,12:26:41,358.63,0.0,358.63,Bilbao
60773058C,2025-01-30,14:44:15,389.07,0.0,389.07,Vitoria-Gasteiz
46152579C,2025-12-30,13:59:17,68.23,0.0,68.23,Vitoria-Gasteiz
,2025-10-18,14:50:16,106.37,0.0,106.37,Bilbao
61461718Z,2025-01-10,19:02:12,485.63,0.0,485.63,Donostia
,2025-05-16,20:47:59,464.88,0.0,464.88,Bilbao
80683013W,2025-09-18,14:32:18,97.82,0.0,97.82,Bilbao
,2025-09-29,20:24:10,233.82,0.0,233.82,Vitoria-Gasteiz
64412764E,2025-08-27,17:54:52,118.61,5.23,113.38,Bilbao
,2025-10-24,18:53:32,495.89,0.0,495.89,Vitoria-Gasteiz
92026471K,2025-04-11,20:46:24,258.63,0.0,258.63,Donostia
,2025-06-12,09:20:30,435.71,0.0,435.71,Bilbao
,2025-08-14,08:49:33,90.21,0.0,90.21,Bilbao
,2025-06-14,08:48:50,433.04,0.0,433.04,Vitoria-Gasteiz
,2025-08-07,19:14:34,269.86,0.0,269.86,Bilbao
,2025-10-21,14:53:03,71.01,0.0,71.01,Bilbao
,2025-12-05,18:03:25,227.51,0.0,227.51,Donostia
,2025-11-02,14:47:36,142.0,0.0,142.0,Donostia
44192261S,2025-11-09,18:03:55,218.66,0.0,218.66,Bilbao
79716144F,2025-08-02,20:32:04,291.07,0.0,291.07,Bilbao
,2025-05-07,13:30:08,262.29,0.0,262.29,Vitoria-Gasteiz
15439920C,2025-05-15,18:08:37,52.09,0.0,52.09,Bilbao
,2025-04-05,14:19:43,279.78,0.0,279.78,Bilbao
34643484X,2025-12-15,09:17:33,390.5,0.0,390.5,Bilbao
,2025-12-13,19:24:45,225.39,0.0,225.39,Donostia
,2025-06-04,14:47:38,488.19,0.0,488.19,Bilbao
,2025-06-28,19:49:05,297.92,0.0,297.92,Donostia
92224734R,2025-10-17,09:15:23,191.56,18.59,172.97,Bilbao
29068256M,2025-08-17,20:52:06,79.21,0.0,79.21,Donostia
63293317P,2025-04-04,12:12:44,325.57,0.0,325.57,Donostia
,2025-03-18,14:05:38,486.48,0.0,486.48,Vitoria-Gasteiz
90293374C,2025-01-20,19:41:37,110.61,0.0,110.61,Donostia
,2025-11-08,15:29:43,320.43,0.0,320.43,Donostia
89634543R,2025-03-05,10:42:22,319.16,0.0,319.16,Bilbao
37291288P,2025-11-30,20:47:38,5.28,0.0,5.28,Bilbao
83883218X,2025-04-04,15:38:04,139.6,0.0,139.6,Vitoria-Gasteiz
87358922T,2025-02-28,09:43:23,26.93,3.72,23.21,Bilbao
,2025-12-17,09:45:40,89.48,0.0,89.48,Vitoria-Gasteiz
27534398V,2025-01-23,14:03:03,448.58,0.0,448.58,Bilbao
,2025-02-27,13:06:03,109.08,0.0,109.08,Bilbao
,2025-02-04,13:46:47,368.39,0.0,368.39,Donostia
,2025-01-24,19:57:49,137.05,0.0,137.05,Bilbao
,2025-09-08,09:07:03,159.7,0.0,159.7,Vitoria-Gasteiz
,2025-05-24,15:49:57,342.93,0.0,342.93,Vitoria-Gasteiz
76367414P,2025-10-05,14:30:22,185.09,0.0,185.09,Donostia
,2025-05-24,18:38:57,433.51,0.0,433.51,Donostia
32513346V,2025-10-31,20:28:49,47.83,0.0,47.83,Bilbao
,2025-07-22,20:33:12,437.92,0.0,437.92,Bilbao
53761726P,2025-01-26,20:42:01,260.01,0.0,260.01,Donostia
,2025-05-14,14:39:12,349.73,0.0,349.73,Vitoria-Gasteiz
57444705C,2025-11-12,19:37:45,352.51,0.0,352.51,Donostia
72076790B,2025-07-01,14:56:21,120.79,0.0,120.79,Donostia
99761804V,2025-06-05,13:01:17,45.46,0.0,45.46,Vitoria-Gasteiz
,2025-02-13,09:37:08,233.01,0.0,233.01,Vitoria-Gasteiz
,2025-06-18,20:47:14,430.77,0.0,430.77,Vitoria-Gasteiz
34613767D,2025-07-22,13:54:32,270.54,0.0,270.54,Bilbao
72645965M,2025-06-25,11:45:32,378.77,0.0,378.77,Vitoria-Gasteiz
98615657Y,2025-06-10,14:35:32,338.51,0.0,338.51,Bilbao
15409907E,2025-11-04,09:43:02,35.63,0.0,35.63,Vitoria-Gasteiz
58403523Z,2025-09-07,20:58:39,292.3,0.0,292.3,Vitoria-Gasteiz
41358575K,2025-03-25,20:14:51,46.04,0.0,46.04,Vitoria-Gasteiz
53377399B,2025-08-12,13:31:03,416.59,0.0,416.59,Vitoria-Gasteiz
,2025-02-14,14:56:49,174.56,0.0,174.56,Bilbao
,2025-10-10,19:40:18,33.94,0.0,33.94,Bilbao
56384229M,2025-02-11,12:56:28,417.33,0.0,417.33,Vitoria-Gasteiz
39079715R,2025-02-14,20:51:39,220.47,0.0,220.47,Bilbao
70586797G,2025-02-21,17:12:55,271.29,0.0,271.29,Donostia
,2025-04-26,13:09:01,450.6,0.0,450.6,Donostia
,2025-08-24,13:18:44,207.89,0.0,207.89,Bilbao
,2025-09-17,09:38:41,436.41,0.0,436.41,Bilbao
61777190H,2025-10-23,19:44:17,87.08,0.0,87.08,Vitoria-Gasteiz
